contig	cluster	completeness	purity	taxid	superkingdom	phylum	class	order	family	genus	species	x	y
NODE_1110_length_30708_cov_111.85	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.505283400000001	10.724403
NODE_1128_length_29771_cov_112.294	bin_0025	21.582733812949638	93.33333333333331	1766	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium fortuitum	-4.650662400000001	9.39025
NODE_1130_length_29754_cov_112.201	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.359297	10.59919
NODE_1137_length_29473_cov_112.003	bin_0025	21.582733812949638	93.33333333333331	359359	bacteria	actinobacteria	actinobacteria	corynebacteriales	nocardiaceae	smaragdicoccus	smaragdicoccus niigatensis	-4.659626	8.174659
NODE_1139_length_29355_cov_112.204	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.70297	9.999569000000001
NODE_1162_length_28223_cov_111.711	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.542035	10.823053
NODE_1168_length_27849_cov_111.714	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.0036664	9.896661
NODE_1171_length_27702_cov_112.209	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-4.5155745000000005	9.331076
NODE_1174_length_27587_cov_111.762	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.452767	10.90269
NODE_1176_length_27524_cov_112	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-6.3455334	10.776197999999999
NODE_1178_length_27464_cov_111.852	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.632842500000001	10.863521
NODE_1179_length_27462_cov_111.737	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.614313	10.500699000000001
NODE_1223_length_25874_cov_112.144	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.8707705	10.509757
NODE_1224_length_25864_cov_111.778	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.4449472000000005	10.857872
NODE_1239_length_25217_cov_111.704	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.636247	10.854619999999999
NODE_1270_length_24376_cov_112.051	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.239496	10.305858
NODE_1274_length_24259_cov_112.088	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.352494200000001	10.928013
NODE_1276_length_24224_cov_111.689	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.114182	10.666188
NODE_1281_length_24069_cov_111.9	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.695303	10.330821
NODE_1297_length_23726_cov_111.656	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.231363	10.239265
NODE_1331_length_22501_cov_112.112	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.517640599999999	10.854124
NODE_1332_length_22490_cov_111.587	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-6.409066	10.819902
NODE_1340_length_22253_cov_112.243	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.544490000000001	10.931441
NODE_1345_length_22052_cov_111.984	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.614097	10.329291
NODE_1353_length_21837_cov_111.758	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.407188	10.388166
NODE_1356_length_21767_cov_111.687	bin_0025	21.582733812949638	93.33333333333331	53462	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium mageritense	-5.405436	9.346086999999999
NODE_1362_length_21404_cov_112.3	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.370299	10.773772
NODE_1379_length_20781_cov_111.992	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.193555	10.789444
NODE_1387_length_20501_cov_111.596	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.198871	9.92132
NODE_1391_length_20357_cov_111.612	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-6.0348983	10.520767999999999
NODE_1416_length_19678_cov_112.11	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.9865212	10.742022
NODE_1417_length_19670_cov_111.957	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.0658183	10.3556
NODE_1425_length_19552_cov_112.101	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.079208	10.647657
NODE_1458_length_18771_cov_112.101	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.4121356	10.818
NODE_1459_length_18769_cov_112.58	bin_0025	21.582733812949638	93.33333333333331	53462	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium mageritense	-6.1579914	9.329177
NODE_1461_length_18731_cov_112.224	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.0566	10.736794
NODE_1469_length_18427_cov_111.96	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.7397637	10.402787
NODE_1476_length_18259_cov_112.206	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-5.713081	10.246138
NODE_1490_length_17941_cov_112.578	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.959881299999999	10.565582000000001
NODE_1491_length_17914_cov_111.978	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.1576767	10.735394
NODE_1498_length_17782_cov_112.027	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.9784894	10.543272
NODE_1502_length_17665_cov_111.882	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.7085032	10.491341
NODE_1515_length_17381_cov_112.097	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.750198999999999	9.8127575
NODE_1522_length_17270_cov_112.116	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.6409373	10.023774000000001
NODE_1525_length_17128_cov_111.915	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-4.498288	9.276386
NODE_1526_length_17108_cov_112.372	bin_0025	21.582733812949638	93.33333333333331	229480	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus bolidensis	-2.0633688	11.046726
NODE_1529_length_17096_cov_111.654	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.049462	10.565192
NODE_1545_length_16720_cov_112.621	bin_0025	21.582733812949638	93.33333333333331	229480	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus bolidensis	-0.9764210999999999	10.520222
NODE_1547_length_16637_cov_112.17	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.7522774000000005	10.557677
NODE_1558_length_16442_cov_111.766	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.0896845	10.514383
NODE_1565_length_16304_cov_111.884	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.040235	10.544312
NODE_1570_length_16214_cov_112.435	bin_0025	21.582733812949638	93.33333333333331	229480	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus bolidensis	-1.3750576	10.719203
NODE_1590_length_15789_cov_112.058	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.579314	10.390566999999999
NODE_1591_length_15782_cov_112.05	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-5.989782	10.4619465
NODE_1600_length_15644_cov_112.14	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.683313	10.310516999999999
NODE_1602_length_15639_cov_111.619	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.738721	10.129677000000001
NODE_1617_length_15351_cov_111.557	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.9100184	10.446133
NODE_1618_length_15326_cov_111.695	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.9631233	10.612324000000001
NODE_1185_length_27208_cov_111.377	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-6.377431400000001	10.56297
NODE_1275_length_24237_cov_112.473	bin_0025	21.582733812949638	93.33333333333331	229480	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus bolidensis	-1.6709721000000002	10.887469
NODE_1284_length_24025_cov_113.381	bin_0025	21.582733812949638	93.33333333333331	229480	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus bolidensis	-2.0325308	11.025902
NODE_1375_length_20933_cov_112.634	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-6.22969	10.757284
NODE_1384_length_20678_cov_112.488	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.967506	10.303397
NODE_1412_length_19765_cov_112.661	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-6.3334813	10.736281
NODE_1381_length_20715_cov_111.332	bin_0025	21.582733812949638	93.33333333333331	546901	bacteria	proteobacteria	alphaproteobacteria	rhizobiales	bradyrhizobiaceae	bradyrhizobium	bradyrhizobium sp. usda 3456	-2.9726574	4.4650774
NODE_1388_length_20417_cov_112.985	bin_0025	21.582733812949638	93.33333333333331	229480	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus bolidensis	-1.0096322	10.530142
NODE_1426_length_19539_cov_112.529	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-4.570416000000001	9.151954
NODE_1541_length_16898_cov_112.401	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-4.5391154	9.22353
NODE_1559_length_16431_cov_112.548	bin_0025	21.582733812949638	93.33333333333331	1666914	bacteria	proteobacteria	alphaproteobacteria	rhodobacterales	rhodobacteraceae	unclassified	rhodobacteraceae bacterium hlucco07	-0.93044496	5.4562044
NODE_1686_length_14217_cov_112.426	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.083546599999999	9.394803999999999
NODE_1705_length_13729_cov_111.441	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.7536325	10.438397
NODE_1706_length_13704_cov_112.148	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-4.514021400000001	9.174901
NODE_1726_length_13049_cov_111.822	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-4.895092	9.40291
NODE_1728_length_12955_cov_111.651	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.0194507	10.773335000000001
NODE_1750_length_12620_cov_112.585	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.46381	10.347033
NODE_1757_length_12506_cov_112.318	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.4731803	10.398817
NODE_1761_length_12461_cov_112.502	bin_0025	21.582733812949638	93.33333333333331	359359	bacteria	actinobacteria	actinobacteria	corynebacteriales	nocardiaceae	smaragdicoccus	smaragdicoccus niigatensis	-4.694918599999999	8.21531
NODE_1770_length_12398_cov_112.45	bin_0025	21.582733812949638	93.33333333333331	229480	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus bolidensis	-1.621833	10.849188
NODE_1771_length_12376_cov_112.179	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-5.4452195	10.234605
NODE_1778_length_12212_cov_111.742	bin_0025	21.582733812949638	93.33333333333331	359359	bacteria	actinobacteria	actinobacteria	corynebacteriales	nocardiaceae	smaragdicoccus	smaragdicoccus niigatensis	-4.666005999999999	8.267344
NODE_1800_length_11879_cov_112.275	bin_0025	21.582733812949638	93.33333333333331	2663847	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus sp. mkl-02	-1.4501098	10.757261
NODE_1801_length_11878_cov_111.519	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-4.976708	9.441042999999999
NODE_1813_length_11708_cov_112.541	bin_0025	21.582733812949638	93.33333333333331	229480	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus bolidensis	-1.7291591	10.899583999999999
NODE_1823_length_11506_cov_112.203	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.6373690000000005	10.246172999999999
NODE_1864_length_10682_cov_112.329	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.532848	10.393541
NODE_1873_length_10544_cov_112.267	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-5.5131120000000005	10.222203
NODE_1893_length_10267_cov_112.275	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.636149400000001	10.429699000000001
NODE_1894_length_10266_cov_112.352	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.651905999999999	10.407031
NODE_1900_length_10116_cov_112.412	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-5.722411	10.122486
NODE_1901_length_10077_cov_111.853	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-5.361849299999999	10.157217999999999
NODE_1912_length_9909_cov_112.075	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.4681935	10.413119
NODE_1919_length_9817_cov_111.731	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.504760299999999	10.342172999999999
NODE_1930_length_9580_cov_111.578	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.595897	10.4012
NODE_1933_length_9560_cov_111.813	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.4603577	10.313215
NODE_1467_length_18538_cov_112.844	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.1596417	10.174382000000001
NODE_1475_length_18319_cov_113.065	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.101681	9.644862
NODE_1503_length_17606_cov_112.933	bin_0025	21.582733812949638	93.33333333333331	1762	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	unclassified	unclassified	-4.7235713	9.501206
NODE_1480_length_18155_cov_112.861	bin_0025	21.582733812949638	93.33333333333331	229480	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus bolidensis	-1.2401956	10.64487
NODE_1629_length_15187_cov_113.415	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.794258599999999	10.253279
NODE_1631_length_15128_cov_112.873	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-6.029437000000001	10.033491
NODE_1650_length_14740_cov_113.079	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-5.4948296999999995	10.360839
NODE_1640_length_14907_cov_113.329	bin_0025	21.582733812949638	93.33333333333331	359359	bacteria	actinobacteria	actinobacteria	corynebacteriales	nocardiaceae	smaragdicoccus	smaragdicoccus niigatensis	-4.6938379999999995	8.251080499999999
NODE_1729_length_12915_cov_113.123	bin_0025	21.582733812949638	93.33333333333331	1866885	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	unclassified	-6.1368155	10.185512
NODE_1688_length_14167_cov_111.938	bin_0025	21.582733812949638	93.33333333333331	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.270083	12.530710000000001
NODE_1691_length_14074_cov_111.712	bin_0025	21.582733812949638	93.33333333333331	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.5128242999999997	12.219044
NODE_1727_length_13032_cov_112.087	bin_0025	21.582733812949638	93.33333333333331	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.6588689999999997	12.076947
NODE_1745_length_12784_cov_112.261	bin_0025	21.582733812949638	93.33333333333331	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-2.8507938	11.640002
NODE_1838_length_11122_cov_112.079	bin_0025	21.582733812949638	93.33333333333331	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.5795732000000005	12.363281
NODE_1766_length_12438_cov_112.61	bin_0025	21.582733812949638	93.33333333333331	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-2.373785	12.236864
NODE_1794_length_11957_cov_112.697	bin_0025	21.582733812949638	93.33333333333331	67385	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces xanthophaeus	-2.5776982000000004	12.241087
NODE_1923_length_9736_cov_112.625	bin_0025	21.582733812949638	93.33333333333331	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.837482	11.899316
NODE_1960_length_9148_cov_112.787	bin_0025	21.582733812949638	93.33333333333331	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.8771913	11.802397000000001
NODE_1784_length_12108_cov_111.356	bin_0025	21.582733812949638	93.33333333333331	1883	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	unclassified	-2.414853	12.205886999999999
NODE_1795_length_11947_cov_113.047	bin_0025	21.582733812949638	93.33333333333331	1927	bacteria	actinobacteria	actinobacteria	streptomycetales	streptomycetaceae	streptomyces	streptomyces rimosus	-2.4864652	12.304812
NODE_1798_length_11881_cov_112.94	bin_0025	21.582733812949638	93.33333333333331	229480	bacteria	actinobacteria	actinobacteria	micrococcales	intrasporangiaceae	arsenicicoccus	arsenicicoccus bolidensis	-1.4608203000000002	10.765889
NODE_1812_length_11717_cov_113.787	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.455883999999999	10.329061
NODE_1831_length_11240_cov_113.424	bin_0025	21.582733812949638	93.33333333333331	1807	bacteria	actinobacteria	actinobacteria	corynebacteriales	mycobacteriaceae	mycolicibacterium	mycolicibacterium obuense	-5.6710362000000005	10.456108
NODE_177_length_189826_cov_112.095	bin_0026	31.654676258992804	93.18181818181816	947309	bacteria	bacteroidetes	sphingobacteriia	sphingobacteriales	sphingobacteriaceae	pedobacter	pedobacter jeongneungensis	15.458867000000001	-7.8604970000000005
NODE_204_length_177162_cov_111.334	bin_0026	31.654676258992804	93.18181818181816	1686296	bacteria	bacteroidetes	bacteroidia	bacteroidales	porphyromonadaceae	gabonia	gabonia massiliensis	8.363676	-7.050339
NODE_241_length_159400_cov_111.644	bin_0026	31.654676258992804	93.18181818181816	1686296	bacteria	bacteroidetes	bacteroidia	bacteroidales	porphyromonadaceae	gabonia	gabonia massiliensis	8.779531500000001	-7.608825
NODE_244_length_158427_cov_112.278	bin_0026	31.654676258992804	93.18181818181816	947309	bacteria	bacteroidetes	sphingobacteriia	sphingobacteriales	sphingobacteriaceae	pedobacter	pedobacter jeongneungensis	15.45713	-7.851514
NODE_248_length_156467_cov_112.314	bin_0026	31.654676258992804	93.18181818181816	1686296	bacteria	bacteroidetes	bacteroidia	bacteroidales	porphyromonadaceae	gabonia	gabonia massiliensis	8.6026945	-7.382447
NODE_265_length_149253_cov_112.42	bin_0026	31.654676258992804	93.18181818181816	947309	bacteria	bacteroidetes	sphingobacteriia	sphingobacteriales	sphingobacteriaceae	pedobacter	pedobacter jeongneungensis	15.5709505	-7.891244
NODE_315_length_130158_cov_111.838	bin_0026	31.654676258992804	93.18181818181816	947309	bacteria	bacteroidetes	sphingobacteriia	sphingobacteriales	sphingobacteriaceae	pedobacter	pedobacter jeongneungensis	15.716723000000002	-8.045092
